orgth,orgen,telephone,address,website,healtharea,agency,province,district,area,npsts,pooledsaliva,pooledswab
โรงพยาบาลพญาไท นวมินทร์,Phayathai Nawamin Hospital,0-2944-7111,44/505 ถนนนวมินทร์ แขวง นวลจันทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230,https://www.phyathai.com/branch/PYTN/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5_%E0%B8%9E%E0%B8%8D%E0%B8%B2%E0%B9%84%E0%B8%97_%E0%B8%99%E0%B8%A7%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,เขต 13,เอกชน,กรุงเทพมหานคร,บึงกุ่ม,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
บริษัทเนชั่นแนล เฮลท์แคร์ซิสเท็มส์ จำกัด สาขาโรงพยาบาลพญาไท 2,"National Healthcare Systems Co.,Ltd, Phayathai 2 Hospital",0-2619-8898,943 ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,https://www.phyathai.com/medicalcenter_detail/PYT2/18/%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%9A%E0%B8%B1%E0%B8%95%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%AD%E0%B8%B1%E0%B8%,เขต 13,เอกชน,กรุงเทพมหานคร,พญาไท,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลไทยนครินทร์,Thainakarin Hospital,0-2340-6499 ต่อ 3124,345 ถนน เทพรัตน แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260,https://thainakarin.co.th/,เขต 13,เอกชน,กรุงเทพมหานคร,บางนา,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
บริษัทเนชั่นแนล เฮลท์แคร์ซิสเท็มส์ จำกัด สาขาโรงพยาบาลเปาโล โชคชัย 4,"National Healthcare Systems Co.,Ltd, Paolo Chokchai 4 Hospital","0-2514-4141 ต่อ 1000, 1002",เลขที่ 1 ถ.โชคชัย4 แขวงลาดพร้าว เขตลาดพร้าว กทม 10230,https://www.paolohospital.com/th-TH/chokchai4/Home,เขต 13,เอกชน,กรุงเทพมหานคร,ลาดพร้าว,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลนวมินทร์ 9,Navamin 9 Hospital,0-2518-1818 ต่อ 348 ,96 ถนนสีหบุรานุกิจ แขวงมีนบุรี เขตมีนบุรี กทม 10510,https://www.navamin9.com/,เขต 13,เอกชน,กรุงเทพมหานคร,มีนบุรี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
ทัณฑสถานโรงพยาบาลราชทัณฑ์,Medical Correctional Institution,0-2953-3999 ต่อ 1211 ,33/2 ถนนงามวงศ์วาน เขตจตุจักร กทม 10900,https://www.hosdoc.com/index.php,เขต 13,ภาครัฐ,กรุงเทพมหานคร,จตุจักร,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
ภาควิชาภูมิคุ้มกัน คณะแพทยศาสตร์ ศิริราชพยาบาล,"Department of Immunology , Faculty of Medicine, Siriraj Hospital",0-2419-6635-6 ,ตึกอดุลยเดชวิกรม ชั้น 11 เลขที่ 2 ถ.วังหลัง แขวงศิริราช เขตบางกอกน้อย กทม 10700,https://www.si.mahidol.ac.th/th/department/immunology/web/th/index.html,เขต 13,ภาครัฐ,กรุงเทพมหานคร,บางกอกน้อย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,
โรงพยาบาลหัวเฉียว,Hua Chiew Hospital,"0-2223-1351 ต่อ 3319, 3317 โทรสาร 02-223 1351 ต่อ 3316",665 ถนนบำรุงเมือง แขวงคลองมหานาค เขตป้อมปราบ กทม 10100,http://www.hc-hospital.com/,เขต 13,เอกชน,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,
บริษัท เอซีซี เมดิคอล แล็บ จำกัด,"ACC MEDICAL LAB CO., LTD. ",0-2197-8511,592/242 หมู่บ้านอารียา ถ.ลาดปลาเค้า แขวงจรเข้บัว เขตลาดพร้าว กทม 10230,,เขต 13,เอกชน,กรุงเทพมหานคร,ลาดพร้าว,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,Vichaivej International Hospita Nong Khaem,0-2441-6999,456-456/8 ถนนเพชรเกษม แขวงหนองค้างพลู เขตหนองแขม กรุงเทพฯ 10160,https://www.vichaivej.com/,เขต 13,เอกชน,กรุงเทพมหานคร,หนองแขม,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลธนบุรี,Thonburi Hospital,0-2487-2000,34/1 ซอยอิสรภาพ 44 ถนนอิสรภาพ แขวงบ้านช่างหล่อ เขตบางกอกน้อย กรุงเทพ 10700,https://www.thonburihospital.com/,เขต 13,เอกชน,กรุงเทพมหานคร,บางกอกน้อย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลธนบุรี บำรุงเมือง,Thonburi Bamrungmuang Hospital,0-2220-7999 ,611 ถนนบำรุงเมือง แขวงคลองมหานาค เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100,https://www.thonburibamrungmuang.com/th/,เขต 13,เอกชน,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
บริษัท จีโนมโมเลกุล แลบบอราตอรี่ จำกัด,"Genome-molecule LaboratoryCo.,Ltd",0-2942-3680,"67/383 ลาด ปลาเค้า, แขวง ลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230",http://www.gm-lab.com/th/,เขต 13,เอกชน,กรุงเทพมหานคร,ลาดพร้าว,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
สถาบันประสาทวิทยา,Prasat Neurological Institute,0-2306-9899,สถาบันประสาทวิทยา แขวง ทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร 10400,https://nit.go.th/,เขต 13,ภาครัฐ,กรุงเทพมหานคร,ราชเทวี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลสิรินธร ,Sirindhorn Hospital,0-2328-6901,20 ซอย อ่อนนุช 90 แขวง ประเวศ เขต ประเวศ กรุงเทพมหานคร 10250,http://www.sirindhornhosp.go.th/,เขต 13,ภาครัฐ,กรุงเทพมหานคร,ประเวศ,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
บริษัทเนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ จำกัด สาขา โรงพยาบาลพญาไท 3,"National Healthcare Systems Co.,Ltd, Phayathai 3 Hospital",0-2467-1111 ต่อ 3284 ,2301/2 ถนน เพชรบุรีตัดใหม่ แขวง บางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,https://phyathai3hospital.com/healthmarket/en/,เขต 13,เอกชน,กรุงเทพมหานคร,ห้วยขวาง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
เอช.ดี.แล็ป คลินิกเทคนิคการแพทย์,H.D.Lab Meddical Technic Clinic,0-2971-2257,"43 หมู่ที่ 8 ซอย พหลโยธิน 48 ถนน พหลโยธิน
อนุสาวรีย์ บางเขน กรุงเทพมหานคร 10220",,เขต 13,เอกชน,กรุงเทพมหานคร,บางเขน,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลราชพิพัฒน์,Ratchaphiphat Hospital,0-2421-2222,18 ถนนพุทธมณฑลสาย 3 ซอย 10 แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร 10160,http://www.rpphosp.go.th/,เขต 13,ภาครัฐ,กรุงเทพมหานคร,บางแค,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลมิตรประชา,Mitrpracha Hospital,0-2455-5599,675 ถ. เพชรเกษม แขวง บางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160,https://www.petkasem2hospital.com/?action=home,เขต 13,เอกชน,กรุงเทพมหานคร,ภาษีเจริญ,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
คลินิกเทคนิคการแพทย์ กรุงเทพจีโนม,Bangkok Genome Center,0-2034-1544,39 ถนน พญาไท แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400,https://www.facebook.com/Bangkok-Genome-Center-111866483869587/,เขต 13,เอกชน,กรุงเทพมหานคร,ราชเทวี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มจำกัด สาขา โรงพยาบาลสมิติเวช ศรีนครินทร์,"National Healthcare Systems Co., Ltd., Medical Technic Clinic, Samitivej Srinakarin Branch",0-2022-2222,488 ถนน ศรีนครินทร์ แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250,https://www.facebook.com/nhealthcareer/,เขต 13,เอกชน,กรุงเทพมหานคร,สวนหลวง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลเพชรเวช,Petcharavej Hospital,1390,"2469/13,15 ถ.เพชรบุรีตัดใหม่ ระหว่างแยก เอกมัย-คลองตัน แขวงบางกะปิ เขตห้วยขวาง กรุงเทพฯ 10310",https://www.petcharavejhospital.com/,เขต 13,เอกชน,กรุงเทพมหานคร,ห้วยขวาง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลศิริราช ปิยมหาราชการุณย์,Siriraj Piyamaharajkarun Hospital,0-2419-1000,2 ถนนวังหลัง แขวงศิริราช เขตบางกอกน้อย กรุงเทพฯ 10700,https://www.siphhospital.com/,เขต 13,ภาครัฐ,กรุงเทพมหานคร,บางกอกน้อย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
สำนักงานป้องกันควบคุมโรคที่ 4 สระบุรี สาขาย่อยที่ 3,,0-3623-9302,,https://ddc.moph.go.th/odpc4/,เขต 13,ภาครัฐ,กรุงเทพมหานคร,ดุสิต,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลกล้วยน้ำไท,Kluaynamthai Hospital,0-2769-2000,80 ซ.แสงจันทร์-รูเบีย แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110,http://www.kluaynamthai.com/,เขต 13,เอกชน,กรุงเทพมหานคร,คลองเตย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลเปาโล รังสิต,Paolo Hospital,02 577 8111,"11, 1 ถนน รังสิต - นครนายก ตำบล ประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130",https://www.paolohospital.com,เขต 4,เอกชน,ปทุมธานี,ธัญบุรี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลรามัน,,0-7329-9503,,https://www.ramanhospital.org,เขต 12,ภาครัฐ,ยะลา,รามัน,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลเปาโล พระประแดง,,0-2818-9000,,https://www.paolohospital.com/th-TH/phrapradaeng/,เขต 6,เอกชน,สมุทรปราการ,พระสมุทรเจดีย์,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลมหาชัย 2,,0-2431-0054 ,,https://www.mahachai2.com,เขต 5,เอกชน,สมุทรสาคร,กระทุ่มแบน,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลสตึก,,0-4468-1280-1,,http://www.satuekhos.com,เขต 9,ภาครัฐ,บุรีรัมย์,สตึก,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลนางรอง,,0-4463-3456-67,,https://www.nrhos.moph.go.th,เขต 9,ภาครัฐ,บุรีรัมย์,นางรอง,ต่างจังหวัด,เปิดตรวจแล้ว,,
บริษัท ดิ ยูนิค เวท เทสติ้ง แลปโบราทอรี่ จำกัด,,,,,เขต 6,เอกชน,สมุทรปราการ,บางพลี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลกันทรลักษ์,,045 662 121,,,เขต 10,ภาครัฐ,ศรีสะเกษ,กันทรลักษณ์,ต่างจังหวัด,เปิดตรวจแล้ว,,
บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มจำกัด สาขาโรงพยาบาลสมิติเวช ชลบุรี,,330378888,,,เขต 6,เอกชน,ชลบุรี,เมืองชลบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาล บี.แคร์ เมดิคอล เซ็นเตอร์,,02-523-3360-71,,https://www.bcaremedicalcenter.com/,เขต 13,เอกชน,กรุงเทพมหานคร,สายไหม,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลค่ายสุรนารี,,0-4423-4300,,,เขต 9,ภาครัฐ,นครราชสีมา,เมืองนครราชสีมา,ต่างจังหวัด,เปิดตรวจแล้ว,,
สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี,,02 531 0080,,www.pmnidat.go.th,เขต 4,ภาครัฐ,ปทุมธานี,ธัญบุรี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลตากใบ,,073 581 200,,http://takbaihospital.go.th/,เขต 12,ภาครัฐ,นราธิวาส,ตากใบ,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลอานันทมหิดล,,036 785 891,,http://www.ananhosp.go.th/,เขต 4,ภาครัฐ,ลพบุรี,เมืองลพบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ จำกัด สาขาโรงพยาบาลกรุงเทพระยอง,,0-3892-1832  ,,https://bangkokhospitalrayong.com/,เขต 6,เอกชน,ระยอง,เมืองระยอง,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลด่านช้าง,,0-3559-5032,,http://61.19.87.227/hdan/,เขต 5,ภาครัฐ,สุพรรณบุรี,ด่านช้าง,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลจุฬารัตน์ 304 อินเตอร์,,0-3723-9665,,www.chularat304inter.com,เขต 6,เอกชน,ปราจีนบุรี,ศรีมหาโพธิ,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลสุไหงโก-ลก,,0-7351-7500,,http://kolokhospital.com/,เขต 12,ภาครัฐ,นราธิวาส,สุไหงโก-ลก,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลบำรุงราษฎร์,,0-2066-8888,,https://www.bumrungrad.com/th,เขต 13,เอกชน,กรุงเทพมหานคร,วัฒนา,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,
"ห้องปฏิบัติการพริบตา แทนเจอรีน สหคลินิก, สถาบันเพื่อการวิจัยและนวัตกรรมด้านเอชไอวี",,02-160-5372,,https://ihri.org/th/pribta/,เขต 13,เอกชน,กรุงเทพมหานคร,ปทุมวัน,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
คลินิกเทคนิคการแพทย์ พีพีเอ็น เฮลท์แคร์ สาขาท่าโขลง,,,,,เขต 4,เอกชน,ปทุมธานี,คลองหลวง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลกบินทร์บุรี,,0-3728-8196,,http://www.kbh.go.th/,เขต 6,ภาครัฐ,ปราจีนบุรี,กบินทร์บุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลพิมาย,,0-4447-1511,,http://www.pmh.go.th/,เขต 9,ภาครัฐ,นครราชสีมา,พิมาย,ต่างจังหวัด,เปิดตรวจแล้ว,,
บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ จำกัด สาขาโรงพยาบาลวัฒนแพทย์ อ่าวนาง,,0-7581-5555,,https://www.aonanghospital.com/th/home,เขต 11,เอกชน,กระบี่,เมืองกระบี่,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลหนองคายวัฒนา,,0-4242-1999,,https://wattanahospital.net/th/,เขต 8,เอกชน,หนองคาย,เมืองหนองคาย,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลปากท่อ,,032-282530-31,,http://www.pthosp.net/hospital/photogallery.php,เขต 5,ภาครัฐ,ราชบุรี,ปากท่อ,ต่างจังหวัด,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลครบุรี,,0-4444-4490-3,,http://www.khonburi-hospital.go.th/kbhwep/,เขต 9,ภาครัฐ,นครราชสีมา,ครบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลวารินชำราบ,,0-4542-4250,,,เขต 10,ภาครัฐ,อุบลราชธานี,วารินชำราบ,ต่างจังหวัด,เปิดตรวจแล้ว,,
คลังเลือดกลาง คณะแพทยศาสตร์ มหาวิทยาลัยขอนแก่น,,0-4336-3945,,http://bloodbank.md.kku.ac.th/,เขต 7,ภาครัฐ,ขอนแก่น,เมืองขอนแก่น,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลค่ายสมเด็จพระนเรศวรมหาราช,,0-5524-5070,,https://nah.rta.mi.th/nah-new/,เขต 2,ภาครัฐ,พิษณุโลก,เมืองพิษณุโลก,ต่างจังหวัด,เปิดตรวจแล้ว,,
นาโนคลินิกเทคนิคการแพทย์,,,,,เขต 6,เอกชน,ชลบุรี,เมืองชลบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลวานรนิวาส,,0-4297-3411,,https://hos.wanorn.com/,เขต 8,ภาครัฐ,สกลนคร,วานรนิวาส,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลชัยบาดาล,,0-3646-1022,,https://chaibadanhospital.go.th/,เขต 4,ภาครัฐ,ลพบุรี,ชัยบาดาล,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลสมเด็จพระยุพราชเดชอุดม,,0-4536-1133,,detudomhospital.org/,เขต 10,ภาครัฐ,อุบลราชธานี,เดชอุดม,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลศรีรัตนะ,,0-4567-7014,,http://www.sirattanahospital.go.th/,เขต 10,ภาครัฐ,ศรีสะเกษ,ศรีรัตนะ,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลกุมภวาปี,,0-4233-4400,,https://kumpawapihospital.go.th/newsite/,เขต 8,ภาครัฐ,อุดรธานี,กุมภวาปี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10 อุบลราชธานี,,0-4525-1267,,https://hpc10.anamai.moph.go.th/th/,เขต 10,ภาครัฐ,อุบลราชธานี,วารินชำราบ,ต่างจังหวัด,เปิดตรวจแล้ว,,
ศูนย์การแพทย์ปัญญานันทภิกขุชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ,,02 502 2345,,https://pcmc.swu.ac.th/,เขต 4,ภาครัฐ,นนทบุรี,ปากเกร็ด,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลระแงะ,,0-7367-1287,,http://1.179.131.42/hospital/,เขต 12,ภาครัฐ,นราธิวาส,ระแงะ,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลไทรน้อย,,0-2597-1131,,https://www.facebook.com/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%84%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2-446575762069553/,เขต 4,ภาครัฐ,นนทบุรี,ไทรน้อย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลหนองแค,,0-3638-0866,,https://www.nongkhaehos.com/,เขต 4,ภาครัฐ,สระบุรี,หนองแค,ต่างจังหวัด,เปิดตรวจแล้ว,,
พรีเมี่ยมแล็บ คลินิกเทคนิคการแพทย์,,064-887-4846,,,เขต 9,เอกชน,สุรินทร์,เมืองสุรินทร์,ต่างจังหวัด,เปิดตรวจแล้ว,,
สถาบันมะเร็งแห่งชาติ,,02 202 6800,,https://www.nci.go.th/th/New_web/index.html,เขต 13,ภาครัฐ,กรุงเทพมหานคร,ราชเทวี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลลำปลายมาศ,,0-4466-1242,,http://www.lammat.org/,เขต 9,ภาครัฐ,บุรีรัมย์,ลำปลายมาศ,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลสุวรรณภูมิ,,0-4358-1321,,http://49.231.190.146:81/public_html/,เขต 7,ภาครัฐ,ร้อยเอ็ด,สุวรรณภูมิ,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลอุบลรักษ์ ธนบุรี,,0-4542-9100,,https://ubonrak.com/,เขต 10,เอกชน,อุบลราชธานี,เมืองอุบลราชธานี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลราษฎร์ยินดี,,0-7420-0200,,https://rajyindee.com/main/index.php,เขต 12,เอกชน,สงขลา,หาดใหญ่,ต่างจังหวัด,เปิดตรวจแล้ว,,
บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ จำกัด สาขาโรงพยาบาลกรุงเทพเพชรบุรี,,0-3289-7888,,,เขต 5,เอกชน,เพชรบุรี,เมืองเพชรบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
ซีบี เมดดิคอล แอนด์ แล็บ สหคลินิก,,,,,เขต 4,เอกชน,ปทุมธานี,,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลเขื่องใน,,0-4542-3741,,https://kn-hos.com/,เขต 10,ภาครัฐ,อุบลราชธานี,เขื่องใน,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลกระบุรี,,0-7784-1397,,http://www.kraburihospital.go.th/th/,เขต 11,ภาครัฐ,ระนอง,กระบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลบุณฑริก,,0-4595-9937,,http://www.btr.moph.go.th/hospital/web/,เขต 10,ภาครัฐ,อุบลราชธานี,บุณฑริก,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลบางสะพาน,,0-3269-1133,,https://www.facebook.com/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B2%E0%B8%99-107480337573903/,เขต 5,ภาครัฐ,ประจวบคีรีขันธ์,บางสะพาน,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์,,0-2425-9407,,https://psmhos.moph.go.th/,เขต 6,ภาครัฐ,สมุทรปราการ,พระสมุทรเจดีย์,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
เจเนติกอนาไลซิสแล็บ คลินิกเทคนิคการแพทย์,,095-919-9528,,,เขต 13,เอกชน,กรุงเทพมหานคร,ทวีวัฒนา,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลราชธานี,,0-3533-5555-71,,https://www.rajthanee.com/th/,เขต 4,เอกชน,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ต่างจังหวัด,เปิดตรวจแล้ว,,
เมดิกา ลาบอราทอรี่ส์ คลินิกเทคนิคการแพทย์,,0-2587-5827,,https://establishment-poi-3558.business.site/,เขต 13,เอกชน,กรุงเทพมหานคร,บางซื่อ,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลวิชัยยุทธ,,0-2265-7777,,https://www.vichaiyut.com/th/,เขต 13,เอกชน,กรุงเทพมหานคร,พญาไท,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ จำกัด สาขาโรงพยาบาลกรุงเทพขอนแก่น,,0-4304-2888,,https://www.bangkokhospitalkhonkaen.com/,เขต 7,เอกชน,ขอนแก่น,เมืองขอนแก่น,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลปากพนัง,,0-7551-7990,,http://www.pknhospital.com/2019/,เขต 11,ภาครัฐ,นครศรีธรรมราช,ปากพนัง,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ,,0-4531-9300,,http://www.50pansa.go.th/,เขต 10,ภาครัฐ,อุบลราชธานี,เมืองอุบลราชธานี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลท่าโรงช้าง,,0-7735-7167,,http://www.trch.go.th/,เขต 11,ภาครัฐ,สุราษฎร์ธานี,พุนพิน,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลเสนา,,0-3574-3862,,https://www.senahosp.net/snh/,เขต 4,ภาครัฐ,พระนครศรีอยุธยา,เสนา,ต่างจังหวัด,เปิดตรวจแล้ว,,
คลินิกเทคนิคการแพทย์ พีพีเอ็น เฮลท์แคร์,,,,,เขต 13,เอกชน,กรุงเทพมหานคร,ยานนาวา,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลธนบุรี-ชุมพร,,0-7765-8555,,http://www.thonburi-chumphon.com/index.php,เขต 11,เอกชน,ชุมพร,เมืองชุมพร,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลสมเด็จพระยุพราชสายบุรี,,0-7341-1002,,http://www.saiburihospital.com/,เขต 12,ภาครัฐ,ปัตตานี,สายบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลเลิดสิน,,0-2353-9800,,http://lerdsin.go.th/index.php/en/,เขต 13,ภาครัฐ,กรุงเทพมหานคร,บางรัก,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลบางมด,,0-2867-0606,,http://www.bangmodhospital.com/,เขต 13,เอกชน,กรุงเทพมหานคร,จอมทอง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลแพทย์รังสิต,,0-2998-9999,,https://www.patrangsit.com/,เขต 4,เอกชน,ปทุมธานี,ลำลูกกา,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
สำนักงานป้องกันควบคุมโรคที่ 8 อุดรธานี,,0-4222-2193,,http://odpc8.ddc.moph.go.th/,เขต 8,ภาครัฐ,อุดรธานี,เมืองอุดรธานี,ต่างจังหวัด,เปิดตรวจแล้ว,,
เอ็มไอทีเซ็นเตอร์ คลินิกเทคนิคการแพทย์,,,,,เขต 10,เอกชน,มุกดาหาร,,ต่างจังหวัด,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลเซนต์หลุยส์,,0-2838-5555,,https://www.saintlouis.or.th/index,เขต 13,เอกชน,กรุงเทพมหานคร,สาทร,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
